811,6th Ave,Antioch,89083,4
5571,49th St,Santa Clara,72560,3
289,6th St,San Bruno,33501,2
1414,Cliff St,Berkeley,46402,2
7533,40th St,Los Gatos,95545,1
2571,Forest Rd,San Bruno,42534,2
5012,7th St,Livermore,63882,1
4635,Mountain Ct,Palo Alto,74184,3
1805,3rd St,Mountain View,47909,4
222,92nd Ave,Walnut Creek,89468,4
742,50th St,Daly City,12808,1
637,9th Ave,Redwood City,95644,1
8896,6th Ave,Millbrae,58481,2
9484,2nd Ave,Dublin,84869,1
2351,46th Ave,Livermore,68176,3
6949,5th St,Daly City,55269,1
6383,5th St,Redwood City,61217,2
368,64th St,Walnut Creek,93529,4
1264,Prairie Ln,Antioch,42473,3
318,Forest St,Oakland,27413,4
7689,5th Ave,Antioch,78987,3
609,7th Ave,Palo Alto,88479,2
851,74th St,Alameda,40412,4
643,64th Ave,Berkeley,21493,2
4211,41st St,Union City,86338,4
118,7th Ave,Union City,30074,4
5301,91st Ave,Daly City,22398,4
9406,60th Ave,Alameda,91587,2
538,97th St,Sunnyvale,85288,3
436,3rd St,Dublin,19000,3
843,4th Ave,Hayward,89834,2
2639,5th St,Menlo Park,44161,3
8012,60th St,Palo Alto,73456,3
9085,31st St,Fremont,66271,4
2902,3rd Ave,Sunnyvale,69839,2
521,3rd St,Redwood City,52952,4
5414,4th Ave,Millbrae,23398,1
155,Forest Ln,Los Gatos,65934,3
217,5th St,Redwood City,35672,2
5849,Alpine St,Palo Alto,42320,2
1614,5th Ave,Menlo Park,42673,1
867,6th St,Oakland,63448,3
566,Ocean Rd,Berkeley,98282,3
607,14th St,Milpitas,81945,1
6144,38th St,Daly City,33707,3
345,2nd St,Menlo Park,13284,3
3198,39th St,Alameda,21232,2
695,Violet Rd,Los Gatos,59715,2
2981,Yellow Ln,Redwood City,29288,2
436,71st St,Dublin,45897,4
362,90th St,Oakland,10163,3
7118,7th Ave,Los Gatos,24023,4
375,6th St,Union City,75531,1
427,12th Ave,San Jose,11386,3
113,Violet Ln,Cupertino,19276,2
687,Green Rd,Cupertino,71954,2
9900,33rd Ave,Walnut Creek,66531,3
454,Ocean St,Daly City,43739,3
8954,9th St,Redwood City,44587,2
4781,76th St,Mountain View,12582,4
8050,72nd St,Milpitas,85061,1
8649,4th Ave,Dublin,31455,2
685,2nd Ave,Pleasanton,33546,3
9136,35th Ave,Dublin,37792,2
8894,50th St,Fremont,39597,3
4291,5th Ave,Union City,52203,1
824,50th St,San Jose,93509,3
2406,3rd St,Millbrae,73759,2
4930,48th St,Emeryville,73871,1
416,44th St,Cupertino,30873,4
570,72nd Ave,Milpitas,74409,3
851,Blue Rd,Walnut Creek,41119,1
3024,42nd Ave,Palo Alto,42392,2
5336,74th Ave,San Jose,10774,2
9605,2nd Ave,Los Gatos,65248,3
9886,Blue Ln,Livermore,28902,4
1193,Alpine St,Menlo Park,78073,1
8830,25th Ave,Dublin,34885,9
975,8th St,Daly City,47544,3
738,Blue Ln,San Bruno,28180,1
3479,38th Ave,Walnut Creek,63821,1
157,41st Ave,Menlo Park,62272,2
9955,Blue Rd,Menlo Park,42511,1
510,5th St,Antioch,92623,2
2308,87th Ave,Union City,19829,2
642,8th Ave,Union City,35588,1
805,Green Ct,Hayward,91926,4
1589,67th Ave,San Jose,38792,2
273,8th St,San Jose,67928,1
191,42nd St,Emeryville,95615,4
986,96th St,Alameda,17192,3
559,Mountain Ct,Hayward,11209,3
5391,Red St,Alameda,83517,4
510,58th St,Milpitas,85950,2
2150,Ocean Ln,Palo Alto,62349,3
502,3rd St,Cupertino,62079,2
6765,4th Ave,San Jose,44680,2
5391,Red St,Alameda,83517,1
164,Violet St,Redwood City,71645,2
9640,1st Ave,Emeryville,26020,1
2760,4th Ave,Daly City,21027,3
1178,Indigo Ln,Emeryville,35190,1
844,41st Ave,Berkeley,49633,4
401,Mountain Ct,San Bruno,37404,3
866,5th St,Emeryville,30467,4
1740,2nd Ave,Sunnyvale,89690,1
3387,17th St,Berkeley,56523,3
9841,4th Ave,Antioch,80834,1
975,71st St,Alameda,31259,2
7749,Ocean Ln,Menlo Park,40827,3
844,6th St,Union City,22860,3
1508,Mountain Ln,Santa Clara,39721,3
8924,8th St,San Bruno,47901,2
1992,Red Ln,Mountain View,78923,1
480,89th Ave,Los Gatos,92398,1
2902,3rd Ave,Sunnyvale,69839,3
743,Yellow Ln,Milpitas,66278,3
281,Violet Rd,Berkeley,27272,2
9065,72nd Ave,Union City,19978,2
292,Red Rd,Union City,52388,3
145,Cliff Ct,Menlo Park,18077,2
1806,96th Ave,Union City,14942,1
837,9th Ave,Fremont,24465,3
249,7th Ave,Walnut Creek,38902,3
2056,85th Ave,Mountain View,77625,2
7783,5th St,Union City,45950,2
5116,6th St,Livermore,22697,4
6401,Mountain Ct,Fremont,29880,4
876,87th Ave,Antioch,67656,3
663,4th St,Milpitas,63066,2
406,5th St,Hayward,63450,1
4415,9th St,Milpitas,26277,4
2484,Red Ln,Milpitas,15847,2
817,63rd St,Pleasanton,49759,9
436,72nd Ave,Menlo Park,86167,3
9906,18th St,Daly City,64979,3
1564,Indigo Ct,Santa Clara,71881,2
6752,4th Ave,Mountain View,94797,2
452,Green Ct,Santa Clara,77768,1
6353,Violet Rd,Cupertino,12697,3
386,Tundra Ct,Emeryville,65461,1
723,5th St,Union City,57354,1
533,Forest Ln,Los Gatos,12587,1
853,Forest St,Los Gatos,22707,2
993,12th St,San Jose,99304,3
103,Blue Rd,Union City,51453,1
241,70th Ave,Pleasanton,16389,2
343,4th St,Alameda,71751,3
454,6th Ave,Alameda,47215,3
6365,5th St,Union City,53051,3
4939,61st St,Hayward,55989,2
5778,Orange St,Alameda,29524,3
7494,Forest Rd,Walnut Creek,98342,2
4266,2nd Ave,Fremont,55327,3
105,3rd Ave,Emeryville,34386,1
867,6th St,Oakland,63448,4
845,87th St,Redwood City,14825,4
485,7th St,Antioch,40959,2
709,93rd Ave,Los Gatos,12970,2
661,4th Ave,Redwood City,86926,1
170,2nd Ave,Union City,49994,1
5473,2nd Ave,Emeryville,16399,3
292,6th Ave,Berkeley,34248,2
8088,1st St,San Bruno,27936,3
853,Forest St,Los Gatos,22707,1
6082,Blue Ct,Redwood City,68363,2
4474,29th St,Dublin,88217,2
588,6th Ave,Fremont,19313,4
1792,7th Ave,Palo Alto,37188,2
7693,Tundra Ln,Dublin,65346,3
934,Alpine Ct,Dublin,83944,3
876,7th St,Alameda,30189,3
4738,1st Ave,Los Gatos,21881,3
756,Indigo Rd,Union City,30526,2
771,84th Ave,Santa Clara,48399,1
693,Green St,Livermore,50638,3
872,3rd St,Millbrae,35520,2
7268,Tundra Ln,Redwood City,99272,2
4213,Mountain St,Antioch,68899,3
496,5th Ave,Santa Clara,92062,1
9385,31st St,Berkeley,98854,2
4556,8th St,Berkeley,20943,2
684,1st St,Oakland,76629,2
7818,98th St,Redwood City,73300,2
8644,1st Ave,Alameda,54578,1
638,2nd Ave,Dublin,46101,1
2120,4th Ave,Redwood City,91872,2
4213,Mountain St,Antioch,68899,3
385,60th St,Sunnyvale,98674,3
5921,Orange St,Millbrae,69265,2
9442,10th Ave,Berkeley,82416,2
4734,83rd Ave,Palo Alto,16423,2
9203,56th St,Oakland,22702,2
7556,31st St,Santa Clara,63300,1
6159,Tundra Ln,Livermore,47278,3
5869,Violet Ct,Milpitas,86298,3
831,7th Ave,Pleasanton,34078,3
2162,46th St,Los Gatos,15580,2
368,64th St,Walnut Creek,93529,3
8193,1st St,Union City,18581,3
271,3rd St,Mountain View,83480,2
6243,8th St,Berkeley,38732,3
412,Orange St,Emeryville,26890,3
205,Red Ct,Mountain View,43721,2
5723,Green Rd,Palo Alto,18319,3
3468,4th Ave,Dublin,63646,3
925,58th St,Fremont,26993,2
232,4th Ave,Milpitas,75261,1
7823,1st Ave,Santa Clara,21524,2
5580,Mountain Ln,San Bruno,34148,4
3770,22nd Ave,Cupertino,36636,2
6032,Orange Ct,Hayward,34931,4
4759,28th St,Livermore,32427,4
4854,62nd St,Berkeley,41492,3
144,3rd Ave,Emeryville,24840,6
8461,8th Ave,Palo Alto,81348,3
9937,98th St,Pleasanton,73274,2
1966,88th Ave,Hayward,47812,1
8147,73rd Ave,Santa Clara,53690,4
8626,1st St,Antioch,11566,1
633,7th Ave,Millbrae,44322,2
4781,76th St,Mountain View,12582,2
5922,1st St,San Jose,78864,3
842,Indigo Rd,Hayward,97412,3
831,8th Ave,San Bruno,62041,4
896,Yellow Rd,Berkeley,35993,2
6019,71st Ave,Emeryville,71131,3
4950,32nd Ave,Mountain View,96346,3
3478,73rd Ave,Redwood City,88434,8
545,24th Ave,Los Gatos,97554,3
802,Cliff Ct,Milpitas,80072,3
727,25th Ave,Berkeley,56122,3
870,87th Ave,Livermore,61473,3
819,5th St,Hayward,63286,3
570,2nd St,Daly City,67079,2
257,8th St,Mountain View,82574,3
741,River Ln,Emeryville,98640,3
8272,River St,Fremont,80452,3
632,38th Ave,Redwood City,84469,3
145,66th St,San Jose,67261,2
442,84th Ave,San Jose,11823,1
881,31st Ave,Dublin,29611,2
9508,22nd Ave,Livermore,45310,3
8076,Mountain Ln,San Jose,47385,3
776,Prairie St,Milpitas,23178,1
264,Prairie Rd,Los Gatos,18857,3
443,2nd St,Milpitas,28663,2
673,8th St,Walnut Creek,90365,3
944,93rd St,Milpitas,82770,2
5492,6th Ave,Dublin,10047,1
4661,5th Ave,Cupertino,19002,2
3441,1st St,Berkeley,49110,2
2412,2nd St,Pleasanton,31273,2
7818,98th St,Redwood City,73300,2
404,84th St,Alameda,76956,3
288,70th Ave,Palo Alto,65570,3
9090,23rd Ave,San Bruno,49568,3
2222,42nd St,Dublin,51752,3
2321,48th Ave,Antioch,87186,2
9020,Tundra Rd,Livermore,36591,3
706,15th Ave,Los Gatos,18634,3
4274,2nd Ave,Mountain View,87939,1
636,Blue Ln,Livermore,37442,3
1594,8th St,Emeryville,23790,2
775,Green St,San Jose,54618,4
115,6th Ave,Fremont,63608,2
6530,58th St,Cupertino,72622,4
405,2nd Ave,San Bruno,41473,1
763,72nd Ave,Millbrae,43681,2
3591,14th Ave,Hayward,28230,3
853,Forest St,Los Gatos,22707,2
561,2nd St,Pleasanton,82484,4
465,37th St,San Jose,87797,2
427,12th Ave,San Jose,11386,3
9044,16th St,Menlo Park,45075,6
592,76th Ave,Santa Clara,58519,3
619,27th St,San Bruno,29162,8
302,8th St,Union City,64827,2
3667,6th St,Hayward,26929,3
7730,47th Ave,Berkeley,71326,2
995,Blue St,Livermore,30696,1
5873,Violet Rd,Los Gatos,25269,3
375,4th Ave,Redwood City,90881,4
7622,53rd St,Daly City,13506,3
2434,7th Ave,Mountain View,93531,4
1252,Blue Ln,Los Gatos,97306,2
600,55th St,Dublin,67345,3
6691,84th Ave,Cupertino,31809,2
443,7th Ave,Santa Clara,59960,1
838,Indigo Ct,Oakland,56741,3
654,5th St,Los Gatos,56016,4
122,70th Ave,Los Gatos,89420,3
333,92nd St,Redwood City,38024,2
1683,56th St,Union City,91179,2
2927,6th Ave,San Jose,14750,2
254,Red Ct,Fremont,68859,2
3879,Ocean Rd,Dublin,47652,4
8936,6th Ave,Emeryville,78573,1
164,Violet St,Redwood City,71645,4
740,43rd St,Menlo Park,21309,2
496,Tundra Ct,Livermore,47810,3
851,74th St,Alameda,40412,3
433,15th Ave,Hayward,17717,3
123,Indigo Rd,Redwood City,28090,2
902,21st St,Walnut Creek,75446,3
2073,6th St,Emeryville,29318,4
6879,53rd St,San Bruno,42516,1
5634,13th Ave,Berkeley,83548,3
8076,Mountain Ln,San Jose,47385,1
3348,9th Ave,Hayward,84477,3
202,4th Ave,San Bruno,49646,2
950,95th St,Redwood City,12649,4
664,49th St,Dublin,45244,4
9041,45th St,Redwood City,22127,2
1740,2nd Ave,Sunnyvale,89690,2
8826,93rd St,Oakland,18169,1
3995,30th Ave,Millbrae,47700,2
3401,68th St,Palo Alto,27421,3
546,61st Ave,Sunnyvale,35204,3
585,2nd St,Hayward,51401,2
1966,88th Ave,Hayward,47812,3
7729,90th Ave,Santa Clara,33480,2
3340,1st St,Walnut Creek,28736,4
755,Indigo Rd,Oakland,17654,2
844,41st Ave,Berkeley,49633,2
809,9th Ave,Los Gatos,32191,2
370,18th Ave,Emeryville,22520,3
4211,41st St,Union City,86338,3
8592,69th Ave,Milpitas,33806,3
833,Green Ct,Menlo Park,86469,3
9389,14th Ave,Pleasanton,57658,2
817,63rd St,Pleasanton,49759,2
349,12th Ave,Menlo Park,26210,1
879,6th St,Menlo Park,66756,1
487,8th St,Alameda,90130,4
837,Green St,Pleasanton,13054,2
339,6th Ave,Oakland,38455,2
849,27th Ave,Menlo Park,21864,1
103,63rd Ave,Berkeley,52412,2
626,6th Ave,Santa Clara,48068,2
706,73rd Ave,San Bruno,37528,2
391,56th Ave,Oakland,89158,2
997,88th Ave,Emeryville,57799,1
6694,Tundra Ct,Union City,88311,2
9103,6th Ave,Palo Alto,96362,2
357,11th St,Berkeley,60012,3
6373,42nd St,Berkeley,47956,3
807,7th Ave,Los Gatos,76384,2
6443,Green Ln,Berkeley,35649,4
2959,98th St,Union City,22613,3
9823,Indigo Ct,Menlo Park,87828,3
2056,Blue Ct,Fremont,69390,4
899,Mountain Ln,Palo Alto,21652,4
709,93rd Ave,Los Gatos,12970,4
604,54th St,San Bruno,98642,3
258,Forest Ct,Palo Alto,50055,3
3794,5th St,San Bruno,62237,2
761,20th Ave,Los Gatos,18520,1
4575,5th St,Berkeley,14851,2
247,River Rd,Mountain View,77368,4
1070,Cliff St,Sunnyvale,25360,2
8726,73rd Ave,Daly City,47995,3
2110,Cliff St,Mountain View,68377,2
387,Orange St,Antioch,48474,2
325,51st St,Pleasanton,37435,2
3668,8th St,Pleasanton,56466,3
7996,29th St,Mountain View,30983,1
6540,1st Ave,Pleasanton,37927,7
3198,39th St,Alameda,21232,1
8073,Green Ct,Daly City,33057,1
4488,1st Ave,Pleasanton,98309,3
149,9th St,Dublin,62190,2
4454,1st St,Los Gatos,25119,2
2314,55th St,Palo Alto,47788,3
6679,Yellow Rd,Sunnyvale,15829,2
3886,41st Ave,Menlo Park,72923,2
4654,4th St,Redwood City,47451,2
801,Red St,Walnut Creek,55030,3
3138,1st St,Pleasanton,13780,2
105,33rd St,Walnut Creek,17203,2
2289,7th St,Cupertino,58151,2
4807,Yellow Rd,Fremont,66517,2
6827,24th St,Antioch,98557,4
386,36th St,Dublin,49892,1
8290,Violet Ln,Union City,29999,2
3055,3rd St,Cupertino,34657,1
993,Tundra St,Livermore,41526,4
3171,39th St,Dublin,32158,2
5697,Tundra Ln,Walnut Creek,29339,3
7899,65th Ave,Hayward,93550,3
603,2nd Ave,Cupertino,55992,3
141,51st Ave,Daly City,47565,2
1744,6th Ave,Fremont,11935,2
941,Violet Ct,Cupertino,41653,2
5931,39th St,San Jose,82004,4
522,5th St,Palo Alto,75775,3
8964,9th Ave,Los Gatos,72265,2
258,9th St,Oakland,54848,2
219,4th Ave,Emeryville,38508,2
9824,1st St,Redwood City,45485,4
9373,14th Ave,Livermore,42577,2
4093,4th St,Antioch,46469,2
811,River St,Pleasanton,59320,3
201,15th St,San Bruno,17692,2
9301,6th Ave,Union City,84198,3
770,8th St,Cupertino,62410,1
2105,3rd Ave,Hayward,13876,2
4245,River Rd,Redwood City,67678,1
191,49th St,Cupertino,26318,4
709,93rd Ave,Los Gatos,12970,2
4748,44th St,Mountain View,56366,4
294,9th St,Daly City,24113,2
961,9th St,Oakland,87895,1
8532,54th Ave,Los Gatos,42164,2
635,Ocean Rd,Sunnyvale,60926,3
7933,14th Ave,Sunnyvale,40285,2
3181,Ocean Ct,Palo Alto,63372,3
867,Mountain Ct,Oakland,64938,4
965,91st Ave,Union City,18658,2
123,1st St,Cupertino,67169,2
7198,25th St,Livermore,75392,4
5634,13th Ave,Berkeley,83548,2
955,33rd St,Santa Clara,35901,1
248,Yellow St,Palo Alto,93710,3
395,1st St,Dublin,45614,3
4024,36th Ave,Menlo Park,13350,4
9262,9th St,Sunnyvale,36133,3
6569,Green Rd,Dublin,21892,2
6082,Blue Ct,Redwood City,68363,2
2046,7th Ave,Oakland,81285,2
5958,45th Ave,Menlo Park,36401,3
2009,7th Ave,Daly City,52068,1
721,9th St,Pleasanton,92078,2
622,4th Ave,Livermore,64403,3
5469,3rd St,Menlo Park,84286,3
669,8th St,Redwood City,22484,3
664,49th St,Dublin,45244,1
100,49th St,San Bruno,38688,2
9590,Yellow Ln,Emeryville,70968,3
145,66th St,San Jose,67261,3
616,65th Ave,Menlo Park,95723,9
997,88th Ave,Emeryville,57799,2
5735,6th Ave,Emeryville,69410,1
701,85th St,Palo Alto,27411,3
569,Ocean Ct,Palo Alto,64732,3
8906,1st Ave,Antioch,64957,4
7075,Yellow Ln,Livermore,18685,3
284,5th St,Berkeley,92358,1
127,44th St,Mountain View,80109,2
3263,Violet St,San Jose,94428,2
6425,Violet Ct,Oakland,29628,1
745,4th St,Redwood City,12924,2
8209,37th St,San Jose,33465,3
956,80th St,Redwood City,16185,4
4130,3rd St,Sunnyvale,43304,2
7573,Prairie St,Los Gatos,99381,2
665,1st Ave,Cupertino,45751,2
697,Ocean Ln,Livermore,49276,3
4987,42nd Ave,Sunnyvale,29437,1
1600,51st Ave,Berkeley,92380,3
8525,56th Ave,Fremont,66002,2
294,9th St,Daly City,24113,9
2023,11th Ave,Redwood City,35440,2
9836,4th Ave,Sunnyvale,93857,1
1693,8th Ave,Los Gatos,54821,3
6563,7th Ave,Cupertino,87962,4
571,Yellow Rd,Oakland,53101,2
859,9th St,Oakland,88777,1
491,92nd Ave,Daly City,42838,2
386,36th St,Dublin,49892,4
309,Mountain St,Santa Clara,35523,1
535,River Ln,Berkeley,16671,4
7205,56th St,Dublin,55789,3
9698,6th Ave,Alameda,77948,1
366,Violet St,Antioch,59296,4
4091,38th Ave,Hayward,35402,2
643,85th Ave,Alameda,46557,1
6142,47th Ave,Hayward,31079,3
5500,45th Ave,Los Gatos,43510,1
462,9th St,Cupertino,86882,9
559,99th Ave,Daly City,86926,3
110,6th St,Oakland,38610,3
554,Red Ct,Millbrae,53141,2
6004,4th St,Menlo Park,11311,2
8461,8th Ave,Palo Alto,81348,3
500,91st St,Millbrae,13189,1
695,9th Ave,Los Gatos,13092,2
866,23rd Ave,Palo Alto,48707,1
5634,13th Ave,Berkeley,83548,4
5348,9th Ave,Daly City,45045,1
6769,9th Ave,San Bruno,93385,2
237,24th Ave,Santa Clara,95686,2
919,3rd St,Dublin,70623,3
948,46th St,Milpitas,25763,3
491,95th Ave,Fremont,23957,2
256,44th Ave,Oakland,85171,3
778,86th St,Mountain View,39504,2
4829,28th Ave,Emeryville,46424,3
4263,Cliff St,Milpitas,76304,3
775,36th St,San Bruno,63682,2
2648,67th St,Walnut Creek,19937,3
449,40th St,Los Gatos,80510,2
7996,29th St,Mountain View,30983,2
394,8th Ave,San Bruno,47275,2
228,7th St,Union City,61093,2
6106,4th St,Menlo Park,76444,1
8909,River Ln,Emeryville,73690,1
8162,8th St,Union City,73022,2
4755,59th St,San Bruno,80965,3
9508,22nd Ave,Livermore,45310,1
888,40th Ave,San Bruno,79274,4
3336,68th Ave,San Jose,74471,3
382,Alpine Rd,Millbrae,26443,3
730,78th Ave,Santa Clara,84884,2
271,3rd St,Mountain View,83480,4
925,58th St,Fremont,26993,1
7711,Indigo Ln,Antioch,85904,1
859,5th Ave,Emeryville,79798,1
5543,85th St,Mountain View,55177,2
573,40th St,Palo Alto,94173,2
9435,11th St,Emeryville,87083,1
669,65th Ave,Berkeley,37515,3
807,29th St,Hayward,45918,2
8251,4th St,Los Gatos,97797,1
786,6th Ave,Redwood City,93371,2
677,Green Ln,Mountain View,59093,3
4174,61st Ave,Redwood City,86937,2
794,1st St,Walnut Creek,48831,4
7509,3rd St,Hayward,35902,2
594,Yellow Ln,Santa Clara,23219,2
4867,Tundra Rd,Milpitas,11117,1
5180,5th St,Sunnyvale,94177,3
280,26th St,San Jose,40678,3
4238,83rd St,Livermore,57513,1
7941,7th Ave,Santa Clara,62096,3
811,10th Ave,Sunnyvale,39864,3
972,Cliff Rd,Oakland,42542,3
1070,Cliff St,Sunnyvale,25360,2
646,19th Ave,Milpitas,87435,3
5292,1st Ave,Union City,76903,3
243,18th St,Palo Alto,39400,1
530,55th Ave,Palo Alto,89038,3
568,Red Ct,Menlo Park,20175,3
294,Mountain Ct,Alameda,99434,3
561,2nd St,Pleasanton,82484,7
621,84th St,Daly City,79216,2
4263,Cliff St,Milpitas,76304,3
8437,Red St,Antioch,40140,3
173,Tundra Ct,Cupertino,59201,4
434,6th Ave,Santa Clara,88260,2
6304,2nd Ave,Sunnyvale,32806,2
264,24th St,Menlo Park,57129,4
460,4th Ave,Livermore,15550,2
651,Blue Rd,Livermore,10616,3
2669,80th St,Redwood City,77311,3
2482,Prairie Rd,Daly City,73086,2
2698,52nd Ave,Redwood City,34227,1
583,1st St,Berkeley,31885,3
6856,Blue Rd,Union City,27559,1
521,River Rd,Antioch,82286,4
3060,21st St,Oakland,88863,2
1735,Ocean Ln,Dublin,84416,2
7497,Yellow Ln,Mountain View,54961,4
857,19th St,Berkeley,81273,4
998,20th St,Redwood City,35799,3
3368,9th St,Santa Clara,50438,3
569,5th Ave,Emeryville,35852,8
1043,74th Ave,Santa Clara,15656,4
590,2nd Ave,Union City,97162,3
374,Alpine Ln,Santa Clara,94418,2
907,1st Ave,Palo Alto,72645,2
176,71st Ave,Alameda,31309,4
6571,River Ln,Alameda,67256,3
289,41st Ave,Livermore,82878,2
3075,Green Rd,Menlo Park,82135,2
4606,23rd St,Cupertino,46779,3
135,Forest Ln,Emeryville,50689,3
8121,82nd St,Fremont,21885,1
592,Forest St,Daly City,64522,4
144,28th Ave,Walnut Creek,18053,2
8437,Red St,Antioch,40140,2
9435,11th St,Emeryville,87083,3
198,25th St,Millbrae,85122,4
3333,86th St,Antioch,86648,2
633,7th Ave,Millbrae,44322,1
268,3rd St,Berkeley,11419,4
4271,32nd St,Fremont,24439,3
302,1st St,Palo Alto,57930,3
134,88th Ave,Daly City,79169,3
9503,8th Ave,Oakland,61078,3
4534,8th Ave,Alameda,37183,3
692,57th Ave,San Jose,42576,4
1020,5th Ave,Palo Alto,72716,1
567,Yellow Ln,Hayward,22513,9
2532,Yellow Ct,Sunnyvale,80566,1
3599,8th St,Cupertino,46566,4
6402,6th Ave,Antioch,78249,2
850,34th Ave,Fremont,25745,2
648,77th St,San Bruno,76757,2
3645,22nd St,Fremont,95469,3
942,58th Ave,Berkeley,87350,1
837,9th Ave,Fremont,24465,1
7118,7th Ave,Los Gatos,24023,3
4074,7th St,Redwood City,64065,3
799,7th Ave,Sunnyvale,89377,6
7933,14th Ave,Sunnyvale,40285,2
616,65th Ave,Menlo Park,95723,1
8194,8th Ave,Los Gatos,18404,4
5453,8th St,San Bruno,90985,2
4426,Mountain Ln,Palo Alto,86212,4
332,8th Ave,Livermore,52320,1
191,20th Ave,Sunnyvale,59902,1
934,Indigo St,San Bruno,40629,4
4013,1st St,Redwood City,33751,4
706,4th Ave,Redwood City,87729,3
8310,Violet Ct,Sunnyvale,78256,2
424,8th Ave,San Jose,84439,2
529,3rd Ave,Emeryville,59858,4
262,9th Ave,Walnut Creek,30267,3
2373,3rd Ave,Walnut Creek,56221,3
851,8th St,Union City,47567,3
442,2nd St,Milpitas,58975,2
3038,54th St,Mountain View,65091,2
167,Forest Rd,Palo Alto,82022,2
331,96th St,Alameda,98364,2
3073,7th Ave,Cupertino,43632,1
738,Blue Ln,San Bruno,28180,3
563,Violet Ct,Los Gatos,15674,3
3317,Mountain Rd,Redwood City,86532,4
1600,51st Ave,Berkeley,92380,3
9900,33rd Ave,Walnut Creek,66531,3
9090,23rd Ave,San Bruno,49568,2
452,5th Ave,Livermore,22091,3
1020,5th Ave,Palo Alto,72716,1
387,Orange St,Antioch,48474,2
780,50th Ave,Emeryville,17407,2
2861,30th Ave,Daly City,72444,3
454,Tundra Ct,Dublin,75888,2
7806,Green Rd,Daly City,58424,1
5434,9th St,Millbrae,17026,1
709,2nd Ave,Redwood City,15698,3
905,1st St,Hayward,25789,3
600,55th St,Dublin,67345,4
6325,1st Ave,Alameda,48328,3
628,41st Ave,Emeryville,66878,2
5048,26th Ave,Walnut Creek,20665,3
5027,98th Ave,Menlo Park,86461,2
316,1st Ave,Sunnyvale,92631,3
2054,Green Ct,Livermore,89913,2
8954,9th St,Redwood City,44587,1
453,88th Ave,Walnut Creek,92174,3
454,Ocean St,Daly City,43739,2
